CONTENT,SPAM
What Today-sunday..sunday is holiday..so no work..,0
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0
"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",0
Yep then is fine 7.30 or 8.30 for ice age.,0
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
S...i will take mokka players only:),0
S.s:)i thinl role is like sachin.just standing. Others have to hit.,0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1
Thanks for ve lovely wisheds. You rock,0
That seems unnecessarily affectionate,0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0
Ok. How many should i buy.,0
Just curious because my cuz asked what I was up to,0
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0
LOL that would be awesome payback.,0
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0
My drive can only be read. I need to write,0
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0
Hi. I'm sorry i missed your call. Can you pls call back.,0
"Haha just kidding, papa needs drugs",0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0
Another month. I need chocolate weed and alcohol.,0
Well you told others you'd marry them...,0
How much r Ì_ willing to pay?,0
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0
How abt making some of the pics bigger?,0
"I sent you the prices and do you mean the  &lt;#&gt; g,",0
Or ill be a little closer like at the bus stop on the same street,0
"Awesome, think we can get an 8th at usf some time tonight?",0
Yes:)sura in sun tv.:)lol.,0
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0
"Me not waking up until 4 in the afternoon, sup",0
I wont do anything de.,0
"Sorry, I can't help you on this.",0
Hey gals...U all wanna meet 4 dinner at nÌÂte? ,0
Ok thanx... Take care then...,0
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0
Of course. I guess god's just got me on hold right now.,0
"It's that time of the week again, ryan",0
"How about clothes, jewelry, and trips?",0
Where to get those?,0
"Did you say bold, then torch later. Or one torch and 2bold?",0
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1
Ok lor... But buy wat?,0
"Right on brah, see you later",0
O. Guess they both got screwd,0
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
"That's fine, have him give me a call if he knows what he wants or has any questions",0
Who's there say hi to our drugdealer,0
Where in abj are you serving. Are you staying with dad or alone.,0
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0
R u saying i should re order the slippers cos i had to pay for returning it.,0
No way I'm going back there!,0
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1
U buy newspapers already?,0
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0
Yo im right by yo work,0
Ok i am on the way to home hi hi,0
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
Thats cool. i liked your photos. You are very sexy!,0
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0
Do Ì_ noe if ben is going?,0
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
Today my system sh get ready.all is well and i am also in the deep well,0
Haiyoh... Maybe your hamster was jealous of million,0
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1
"sorry, no, have got few things to do. may be in pub later.",0
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
Lol ok. I'll snatch her purse too.,0
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",0
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,0
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0
Stupid.its not possible,0
"Aight, I'll text you when I'm back",0
Hey leave it. not a big deal:-) take care.,0
I'm in a movie. Call me 4 wat?,0
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0
No. Yes please. Been swimming?,0
No need to say anything to me. I know i am an outsider,0
You're right I have now that I think about it,0
I always chat with you. In fact i need money can you raise me?,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1
Are you this much buzy,0
ok. I am a gentleman and will treat you with dignity and respect.,0
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0
S da..al r above  &lt;#&gt;,0
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0
How do you plan to manage that,0
"Sorry, I'll call later in meeting",0
Yup,0
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1
"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0
I wont get concentration dear you know you are my mind and everything :-),0
Why do you ask princess?,0
Oh k.k..where did you take test?,0
Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1
Ok...,0
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",0
2 and half years i missed your friendship:-),0
If we win its really no 1 side for long time.,0
I dont understand your message.,0
Is xy in ur car when u picking me up?,0
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0
Have you started in skye,0
"Goodnight, sleep well da please take care pa. Please.",0
"Hey , is * rite u put åÈ10 evey mnth is that all?",0
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0
And whenever you and i see we can still hook up too.,0
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0
Ard 4 lor...,0
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0
"Just checked out, heading out to drop off my stuff now",0
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
At home watching tv lor.,0
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0
I'll be late...,0
Ill be there on  &lt;#&gt;  ok.,0
Do u still have plumbers tape and a wrench we could borrow?,0
So what u doing today?,0
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
Lmao ok I wont be needing u to do my hair anymore.,0
Ofcourse I also upload some songs,0
You got called a tool?,0
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0
New car and house for my parents.:)i have only new job in hand:),0
Hmmm.still we dont have opener?,0
No message..no responce..what happend?,0
R u over scratching it?,0
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0
Hows that watch resizing,0
Those were my exact intentions,0
"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
Yes i thought so. Thanks.,0
hanks lotsly!,0
I dont want to hear philosophy. Just say what happen,0
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,0
26th OF JULY,0
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
Having lunch:)you are not in online?why?,0
I had askd u a question some hours before. Its answer,0
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
